FID,Shape *,KEYFIELD1,CALYEAR,CRASHNUM,CASENUMBER,AGENCY,DISTRICT,DOTCOUNTY,CRASHDATE,CRASHTIME,DAYOFWEEK,DHSCNTYCTY,TOWNNAME,INTOWNFLAG,ONROADNAME,INROADNAME,REFDIST,REFMEAS,REFDIRECT,ROADWAYID,LOCMILEPT,LOCNODE,SRROUTEID,USROUTEID,SIDEOFROAD,CRASHLANE,ROADCATGRY,SKIDNUMBER,SKIDTESTDT,RCIFEDHWY,RCIFUNCLAS,RCIACC,RCIPLACECD,RCILANDUSE,RCISURFWTH,RCISLDTYP1,RCISLDTYP2,RCISLDTYP3,RCISLDWTH1,RCISLDWTH2,RCISLDWTH3,RCIMEDWDTH,RCIAADT,RCIAVGTFCT,RCIHZDGCRV,RCIMAXSPD,RCITYPPARK,HIGHESTINJ,CRSHALCDRG,SITELOCA,LIGHTCOND,WEATHCOND,RDSURFCOND,DIV_UNDIV,TRAFCNTL1,TRAFCNTL2,CNTOFLANES,RDSURFTYPE,ROADCOND1,ROADCOND2,VISIBLTY1,VISIBLTY2,CRSHEVENT1,CRSHCAUSE1,CNTOFINJ,CNTOFFATL,CNTOFSVINJ,CNTOFPEDES,CNTOFDRVRS,CNTOFCYCLS,CNTOFVEH,CNTOFPERS,CNTNONTFTL,TOTCRSHDMG,TOTVEHDMG,TOTOTHRDMG,WORKZONE,FLAG_CMV,FLAG_INT,FL_LANEDEP,FL_AGGRSV,FL_VRU_PED,FL_VRU_BIK,FLELDERPED,FLPED5064,FLPED6569,FLPED7074,FLPED7579,FLPED80UP,FLMINORPED,FLELDERBIK,FLBIK5064,FLBIK6569,FLBIK7074,FLBIK7579,FLBIK80UP,FLMINORBIK,FL_VRU_MOT,FLMOT5064,FLMOT6569,FLMOT7074,FLMOT7579,FLMOT80UP,FL_AR_TEEN,FL_AR_AG,FL_AG5064,FL_AG6569,FL_AG7074,FL_AG7579,FL_AG80UP,FLAG_IMP,FL_IMP_PED,FLAG_DIST,FLAG_MIN,FLNOBTKID,FLNOBTMIN,FLNOBTTEEN,FL_NOBELT,LATITUDE,LONGITUDE,XCOORDINAT,YCOORDINAT,COORDSYS,MAPSOURCE,MAPVERSION,DTPUBLISHE,DTCARXTRCT,DTCOORDXTR,LINESEGID
22995,Point M,2.00877E+12,2008,772140630,FHPE08OFF028104,F,6,87,6/14/2008,1441,6,182,N MIAMI BCH,Y,SR 9A,SR 826,0,FT, ,87270000,13.203,8671,SR    9A,I    95,L,X,1,32,12/3/2008,5,11,1,1500,2,36,1,3, ,10,0,0,30,170500,4.6,D03'0,55,0,2,0,8,1,2,2,2,1,0,0,2,1,0,1,0,1,2,2,0,0,0,2,0,2,3,0,4000,4000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.93121,-80.20431,579679.1324,2868307.847,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
22998,Point M,2.00877E+12,2008,772173830,FHPE08OFF051543,F,6,87,11/17/2008,1756,1,166,MIAMI,Y,I 95,SR 112,0.25,MI,N,87270000,5.104,7514,SR    9A,I    95,L,2,1,36,12/3/2008,5,11,1,1370,4,36,1, , ,10,0,0,60,211000,4.6, ,55,0,2,0,1,4,2,1,1,3,0,0,4,1,0,1,0,1,2,3,0,0,0,2,0,2,4,0,1800,1800,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,25.8162,-80.20601,579585.9965,2855569.16,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
22999,Point M,2.00877E+12,2008,772173880,FHPE08OFF053698,F,6,87,12/2/2008,1758,2,166,MIAMI,Y,I 95,119TH ST NW,0.25,MI,S,87270000,9.536,2264,SR    9A,I    95,L,5,1,34,12/3/2008,5,11,1, ,4,48,1,5, ,10,2,0,24,190500,4.6, ,55,0,1,0,1,1,2,1,1,3,0,0,4,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,400,400,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.88003,-80.209,579243.7087,2862636.634,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
23001,Point M,2.00877E+12,2008,772174230,FHPE08OFF046628,F,6,87,10/16/2008,951,4,100,UNINCORPORATED,N,SR 9A,135TH ST NW,150,FT,N,87270000,10.851,7895,SR    9A,I    95,L,4,1,34,12/3/2008,5,11,1,1502,4,48,1, , ,10,0,0,24,240000,4.6,D43',55,0,1,0,1,1,1,1,1,3,0,0,2,1,0,1,0,6,5,0,0,0,0,2,0,2,2,0,3500,3500,0,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.89904,-80.20966,579164.6621,2864742.119,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
23024,Point M,2.00877E+12,2008,772172110,FHPE08OFF042207,F,6,87,9/15/2008,1656,1,166,MIAMI,Y,SR 9A,SR 860,0.5,MI,N,87270000,14.9,7904,SR    9,I    95,L,1,1,39,12/3/2008,5,11,1, ,4,48,1,3, ,10,4,0,26,193000,4.6,2D0000,55,0,3,0,1,1,1,1,1,3,0,0,4,1,0,1,0,3,2,3,0,0,0,2,0,2,3,0,6000,6000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.94759,-80.18485,581616.3095,2870133.978,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
23025,Point M,2.00877E+12,2008,772172170,FHPE08OFF046165,F,6,87,10/13/2008,1529,1,166,MIAMI,Y,SR 9A,119TH ST NW,100,FT,S,87270000,9.767,2863,SR    9A,I    95,L,S,1,34,12/3/2008,5,11,1, ,4,48,1,5, ,10,0,0,24,190500,4.6,1D00,55,0,1,0,1,1,3,2,1,3,0,0,4,1,0,1,0,17,2,0,0,0,0,1,0,1,1,0,6650,3500,3150,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.88337,-80.20891,579250.2972,2863006.634,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
23057,Point M,2.00877E+12,2008,772167250,FHPE08OFF043522,F,6,87,9/25/2008,1245,4,100,HIALEAH,Y,I 95,95TH ST NW,0.1,MI,N,87270000,8.407,2261,SR    9A,I    95,L,5,1,34,12/3/2008,5,11,1, ,4,48,1,5, ,8,2,0,24,280000,4.6, ,55,0,1,0,1,1,2,1,1,3,0,0,4,1,0,1,0,77,1,0,0,0,0,2,0,2,2,0,1800,1800,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,25.86371,-80.20819,579335.5405,2860829.596,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
23074,Point M,2.00877E+12,2008,772163270,FHPE080FF042582,F,6,87,9/19/2008,324,5,100,NORTH MIAMI,N,SR 9A,125TH ST NW,100,FT,S,87270000,10.144,2837,SR    9A,I    95,L,S,1,34,12/3/2008,5,11,1,1502,4,48,1,5, ,10,0,0,24,256000,4.6, ,55,0,3,0,1,4,1,1,1,1,0,0,4,1,0,1,0,18,2,1,0,0,0,1,0,1,1,0,12000,6000,6000,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.88882,-80.20912,579225.5166,2863610.469,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
23096,Point M,2.00877E+12,2008,772159930,FHPE08OFF051553,F,6,87,11/17/2008,1831,1,100,UNINCORPORATED,N,SR 9A,125TH ST NW,0.25,MI,N,87270000,10.445,2861,SR    9A,I    95,L,3,1,34,12/3/2008,5,11,1,1502,4,48,1,5, ,10,0,0,24,256000,4.6, ,55,0,3,0,1,4,1,1,1,3,0,0,2,1,0,1,0,1,5,3,0,0,0,4,0,4,5,0,12000,12000,0,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.89318,-80.20932,579201.961,2864092.44,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
23113,Point M,2.00877E+12,2008,772163050,FHPE080FF038654,F,6,87,8/21/2008,823,4,100,MIAMI,Y,SR 9A,95TH ST NW,0.1,MI,S,87270000,8.171,2260,SR    9A,I    95,L,5,1,34,12/3/2008,5,11,1, ,4,48,1,5, ,8,2,0,24,280000,4.6, ,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,6,5,0,0,0,0,2,0,2,2,0,1800,1800,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.86029,-80.2081,579346.7042,2860451.48,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
24928,Point M,2.00891E+12,2008,909046570,BS081200750,S,6,87,12/4/2008,930,4,180,N MIAMI,Y,I 95,135TH ST NW,200,FT,N,87270000,11.075,2268,SR    9A,I    95,L,1,1,34,12/3/2008,5,11,1,1502,4,66,2, , ,10,0,0,20,240000,4.6,0D2400,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,1,77,0,0,0,0,3,0,3,3,0,3501,3501,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.90226,-80.20992,579135.9371,2865098.5,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
29117,Point M,2.00891E+12,2008,911362210,PD080924458647,S,6,87,9/13/2008,1415,6,100,MIAMI,N,I 95,62ND ST NW,1320,FT,N,87270000,6.497,7517,SR    9A,I    95,L,1,1,36,12/3/2008,5,11,1,1370,4,48,1,3, ,8,4,0,24,226000,2.87, ,55,0,1,0,1,1,1,1,1,1,0,0,2,1,0,1,0,20,1,0,0,0,0,1,0,1,1,0,1050,1000,50,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.83629,-80.20591,579582.5332,2857794.652,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
3875,Point M,2.00974E+12,2009,741968370,90914291369,P,6,87,9/14/2009,1630,1,166,MIAMI,Y,I 95,79TH ST,150,FT,S,87270000,7.222,2869,SR    9A,I    95,L,4,1,36,12/3/2008,5,11,1,1370,4,48,1, , ,10,0,0,24,229000,4.11, ,55,0,1,0,1,1,1,1,1,1,0,0,2,5,0,1,0,28,1,0,0,0,0,1,0,1,1,0,300,300,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.84657,-80.20745,579420.4814,2858932.353,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5555,Point M,2.00977E+12,2009,769426750,FHPE09OFF029520,F,6,87,6/30/2009,2212,2,100,MIAMI,N,SR 9A,103RD ST NW,500,FT,N,87270000,8.907,2263,SR    9A,I    95,L,4,1,34,12/3/2008,5,11,1, ,4,48,1,5, ,8,0,0,24,222000,4.11,1D0000,55,0,1,0,1,4,3,2,2,3,0,0,4,1,0,2,0,1,2,0,0,0,0,2,0,2,2,0,10000,10000,0,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.87094,-80.20842,579306.979,2861630.538,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5623,Point M,2.00977E+12,2009,769319940,FHPE09OFF046876,F,6,87,10/9/2009,909,5,180,NORTH MIAMI,N,SR 9A,95TH ST NW,0.5,MI,N,87270000,8.807,7813,SR    9A,I    95,L,2,1,34,12/3/2008,5,11,1, ,4,48,1,5, ,8,0,0,24,222000,4.11, ,55,0,2,0,6,1,1,1,1,1,0,0,4,1,0,1,0,1,2,1,0,0,0,2,0,2,3,0,2000,2000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.86949,-80.20836,579314.081,2861470.4,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5793,Point M,2.00977E+12,2009,769393490,FHPE08OFF004453,F,6,87,2/1/2009,2330,7,157,MIAMI GARDENS,Y,SR 9A,SR 860,1200,FT,N,87270000,14.627,2278,SR    9,I    95,M,M,1,39,12/3/2008,5,11,1, ,4,48,1, , ,10,0,0,26,182500,4.11,D30',55,0,1,0,1,4,1,1,2,3,0,0,2,1,0,1,0,3,1,0,0,0,0,2,0,2,2,0,16000,16000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,25.94416,-80.18695,581407.8877,2869752.161,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5870,Point M,2.00977E+12,2009,770663290,FHPE09OFF003244,F,6,87,1/24/2009,1225,6,170,MIAMI SHORES,Y,SR 9A,SR 932,0.25,MI,N,87270000,9.062,2298,SR    9A,I    95,L,1,1,34,12/3/2008,5,11,1, ,4,48,1,3, ,10,2,0,24,222000,4.11,1D0000,55,0,1,0,1,1,1,1,1,1,0,0,2,1,0,1,0,1,12,0,0,0,0,3,0,3,7,0,5300,5300,0,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.87318,-80.20863,579284.5592,2861877.997,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5875,Point M,2.00977E+12,2009,770473390,FHPK09OFF036286,F,6,87,7/21/2009,1014,2,157,MIAMI GARDENS,Y,SR 9A,SR 826,0.3,MI,S,87270000,12.539,2845,SR    9A,I    95,L,2,1,32,12/3/2008,5,11,1, ,6,36,2,3, ,10,2,0,200,171000,4.11,4D0000,55,0,1,0,1,1,1,1,2,3,0,0,2,1,0,1,0,6,5,0,0,0,0,2,0,2,2,0,1100,1100,0,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.92343,-80.21027,579087.449,2867443.029,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5888,Point M,2.00977E+12,2009,772193640,FHPE09OFF004440,P,6,87,2/1/2009,2140,7,100,MIAMI,N,SR 9A,81ST ST NW,0.5,MI,N,87270000,7.905,2832,SR    9A,I    95,L,1,1,34,12/3/2008,5,11,1, ,4,48,1,3, ,10,2,0,24,251000,4.11, ,55,0,1,0,1,4,2,1,1,1,0,0,4,1,0,1,0,6,2,0,0,0,0,2,0,2,8,0,8000,8000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,25.85644,-80.20797,579362.1849,2860025.329,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5905,Point M,2.00977E+12,2009,772189480,FHPE09OFF014508,F,6,87,4/6/2009,2255,1,100,NORTH MIAMI,N,SR 9A,135TH ST NW,0.25,MI,N,87270000,11.073,2268,SR    9A,I    95,L,3,1,34,12/3/2008,5,11,1,1502,4,66,2, , ,10,0,0,20,232000,4.11,0D2400,55,0,1,0,1,4,1,1,1,3,0,0,2,1,0,1,0,3,2,0,0,0,0,2,0,2,2,0,1000,1000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.90225,-80.20992,579135.9952,2865096.577,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5931,Point M,2.00977E+12,2009,772225960,FHPE09OFF030714,F,6,87,7/8/2009,1409,3,166,MIAMI,N,SR 9A,MIAMI GARDENS,100,FT,N,87270000,14.483,2287,SR    9,I    95,L,1,1,39,12/3/2008,5,11,1, ,4,48,1, , ,10,0,0,26,182500,4.11, ,55,0,1,0,1,1,3,2,1,2,0,0,2,8,0,1,0,6,1,0,0,0,0,2,0,2,2,0,2000,2000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,25.94248,-80.18831,581273.2543,2869565.971,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5943,Point M,2.00977E+12,2009,772178370,FHPE09OFF003457,P,6,87,1/26/2009,1017,1,182,NORTH MIAMI BEACH,Y,SR 9A,HOV,0,MI, ,87270000,12.109,1851,SR    9A,I    95,L,H,1,34,12/3/2008,5,11,1, ,4,48,2, , ,10,0,0,24,232000,4.11, ,55,0,4,0,2,1,2,1,1,1,0,0,2,1,0,1,0,25,2,1,0,1,0,1,0,1,1,0,7000,5000,2000,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,25.91726,-80.21014,579103.8021,2866758.77,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5951,Point M,2.00977E+12,2009,772221450,FHPE09OFF019585,F,6,87,5/7/2009,2326,4,166,MIAMI,Y,SR 9A,119TH ST NW,0.5,MI,N,87270000,10.319,2295,SR    9A,I    95,L,5,1,34,12/3/2008,5,11,1,1502,4,48,1,5, ,10,0,0,24,228000,4.11, ,55,0,1,0,1,4,1,1,1,3,0,0,4,1,0,1,0,1,2,0,0,0,0,3,0,3,3,0,6100,6100,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.89135,-80.20923,579212.4518,2863890.733,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5956,Point M,2.00977E+12,2009,772222590,FHPE09OFF003579,P,6,87,1/27/2009,948,2,100,MIAMI,N,SR 9A,125TH ST NW,0.1,MI,N,87270000,10.295,2295,SR    9A,I    95,L,1,1,34,12/3/2008,5,11,1,1502,4,48,1,5, ,10,0,0,24,228000,4.11, ,55,0,2,0,1,1,1,1,1,1,0,0,2,1,0,1,0,1,2,3,0,0,0,3,0,3,3,0,5500,5500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.89101,-80.20922,579214.2437,2863852.295,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
5989,Point M,2.00977E+12,2009,772215340,FHPE09OFF008076,F,6,87,2/27/2009,425,5,166,MIAMI,Y,SR 9A,SR 112,150,FT,N,87270000,4.882,2823,SR    9A,I    95,L,3,1,36,12/3/2008,5,11,1,1370,4,36,1, , ,10,0,0,14,210000,4.11, ,55,0,1,0,1,4,1,1,1,1,0,0,4,1,0,1,0,3,5,0,0,0,0,2,0,2,2,0,8000,8000,0,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.81298,-80.20593,579596.0528,2855213.378,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
6012,Point M,2.00977E+12,2009,772157980,FHPE09OFF057242,F,6,87,12/6/2009,1425,7,180,NORTH MIAMI,Y,SR 9A,135TH ST NW,0.1,MI,N,87270000,10.923,7898,SR    9A,I    95,M,M,1,34,12/3/2008,5,11,1,1502,4,48,1, , ,10,0,0,24,232000,4.11, ,55,0,2,0,1,1,1,1,1,3,0,0,4,1,0,1,0,20,1,1,0,0,0,2,0,2,2,0,5650,5500,150,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.90008,-80.20976,579153.5968,2864856.936,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
6019,Point M,2.00977E+12,2009,772175800,FHPE09OFF001551,P,6,87,1/12/2009,920,1,166,MIAMI,Y,SR 9A,95TH ST NW,150,FT,N,87270000,8.335,7812,SR    9A,I    95,L,3,1,34,12/3/2008,5,11,1, ,4,48,1,5, ,8,2,0,24,251000,4.11, ,55,0,1,0,1,1,1,1,1,3,0,0,4,1,0,1,0,1,2,0,0,0,0,3,0,3,3,0,5000,5000,0,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.86267,-80.20816,579338.9447,2860714.291,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
6020,Point M,2.00977E+12,2009,772231830,FHPE09OFF030093,F,6,87,7/4/2009,208,6,180,NORTH MIAMI,Y,SR 9A,151ST ST NW,0,FT, ,87270000,12.174,9275,SR    9A,I    95,L,A,1,34,12/3/2008,5,11,1, ,4,48,2, , ,10,0,0,24,171000,4.11, ,55,0,2,0,1,4,2,1,1,3,0,0,4,1,0,1,0,1,2,3,0,0,0,2,0,2,4,0,3500,3500,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.91828,-80.2102,579097.2085,2866872.255,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
6030,Point M,2.00977E+12,2009,772233640,FHPE09OFF011849,F,6,87,3/21/2009,2222,6,166,MIAMI,Y,I 95,SR 112,0.2,MI,N,87270000,5.054,7514,SR    9A,I    95,L,3,1,36,12/3/2008,5,11,1,1370,4,36,1, , ,10,0,0,14,210000,4.11, ,55,0,1,0,1,4,2,1,1,3,0,0,4,4,0,1,0,1,2,0,0,0,0,2,0,2,6,0,3000,3000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,25.81547,-80.20599,579588.1606,2855489.046,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
6034,Point M,2.00977E+12,2009,772234650,FHPE09OFF017553,F,6,87,4/25/2009,922,6,182,NORTH MIAMI BEACH,Y,SR 9A,SR 860,0.1,MI,N,87270000,14.5,2277,SR    9,I    95,L,3,1,39,12/3/2008,5,11,1, ,4,48,1, , ,10,0,0,26,182500,4.11,2D0000,55,0,1,0,1,1,2,1,1,1,0,0,2,4,0,1,0,6,2,0,0,0,0,2,0,2,3,0,3100,3100,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.94266,-80.18812,581292.1553,2869585.65,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
6040,Point M,2.00977E+12,2009,772235720,FHPE09OFF022803,F,6,87,5/25/2009,930,1,100,UNINCORPORATED,N,SR 9A,SR 860,0.25,MI,S,87270000,14.042,3361,SR    9,I    95,M,M,1,39,12/3/2008,5,11,1, ,4,48,1, , ,10,0,0,26,171000,4.11, ,55,0,1,0,1,1,1,1,2,3,0,0,4,1,0,1,0,20,2,0,0,0,0,1,0,1,1,0,10500,10000,500,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.93852,-80.19379,580727.2758,2869123.234,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
6057,Point M,2.00977E+12,2009,772157890,FHPE09OFF039182,F,6,87,8/26/2009,1506,3,166,MIAMI,Y,SR 9A,103RD ST NW,0.5,MI,N,87270000,9.312,7894,SR    9A,I    95,M,M,1,34,12/3/2008,5,11,1, ,4,48,1,5, ,10,2,0,24,222000,4.11, ,55,0,3,0,6,1,1,1,1,3,0,0,4,1,0,1,0,20,12,1,0,0,0,3,0,3,3,0,10500,10500,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,25.87679,-80.20883,579262.2408,2862277.997,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
